PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
109,144206821,3035267,CCOC(=O)OCC/C(=C(\C)/N(CC1=CN=C(N=C1N)C)C=O)/SC(=O)OCC.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
110,144206822,26602,CCOC(=O)NC(C)(C)CC1=CC=C(C=C1)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
111,144206823,5282203,CC(C1=CC=C(C=C1)/C=C/2\CCCCC2=O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
112,144206824,133264,CCCCCOC1=C(C=C(C=C1)C2C(=O)NC(=O)S2)OCC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,Pharmaron
113,144206825,71809,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C2CCCC2.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
114,144206826,130990,CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OC[C@H](COC(=O)N(CC2=CC=CC=[N+]2CC)C(=O)C3=CC=CC=C3OC)OC.[Cl-],Inconclusive,5,,,inconclusive,inconclusive antagonist,33.4889,-57.1951,inactive,,0,inconclusive,,,active antagonist,33.4889,-95.271,Pharmaron
115,144206827,72004,CCOC(=O)C1=CC=C(C=C1)OCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
116,144206828,3309,CCN1C(C2=CC=CC=C2C1=O)NC3=CC=C(C=C3)OCCN4CCCCC4,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
117,144206829,9568078,CC1=CC=C(C=C1)/C=N/N2C(=CSC2=S)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
118,144206830,5282450,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\CNC3=C(C(=O)C3=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
119,144206831,6918106,CN1[C@@H]2CC[C@H]1CC(C2)NC(=O)N3C4=CC=CC=C4NC3=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,Pharmaron
120,144206832,65870,CCOC(=O)CN1C=CC=C1C2=NC(=C(S2)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
121,144206833,127998,CC1=CC=C(C=C1)C(=O)CC(CSC(=O)C)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
122,144206834,129319,CCNC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
123,144206835,23684123,CC1=CC=CC=C1C(=O)N2CC/C(=N\OS(=O)(=O)[O-])/C3=C2C=C(C=C3)Cl.[K+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
124,144206836,19879,CC(C1=CC=CC=C1)N[NH3+].OS(=O)(=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
125,144206837,20054967,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
126,144206838,3045414,CC(C)(C)NC[C@@H](C1=C(C=C(C=C1)O)Cl)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
127,144206839,60810,C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,29.847,-109.097,inconclusive agonist,26.6011,77.392,inconclusive antagonist,29.847,-119.285,active antagonist,26.6011,-116.07,Pharmaron
128,144206840,65953,CC1=C(C(C(=C(N1)COC(=O)N)C(=O)OC(C)C)C2=C(C(=CC=C2)Cl)Cl)C(=O)OC,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,30.5364,active agonist,26.6011,52.1112,inactive,,0,Pharmaron
129,144206842,443947,CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]2([C@H]1O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
130,144206843,4726,CCCCCC1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
131,144206845,164486,C1=CN(C(=N1)[N+](=O)[O-])CO[C@@H](CO)[C@@H](CO)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
132,144206846,20749,CC[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)C1C)CC.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
133,144206847,19596,CC1=NC(=CC(=N1)OC)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
134,144206848,60751,C1CC2=NC1=C(C3=CC=C(N3)C(=C4C=CC(=N4)C(=C5C=CC(=C2C6=CC(=CC=C6)O)N5)C7=CC(=CC=C7)O)C8=CC(=CC=C8)O)C9=CC(=CC=C9)O,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,33.4889,-93.0664,active antagonist,29.847,-58.5051,active antagonist,29.847,-141.505,inconclusive antagonist,33.4889,-99.3628,Pharmaron
135,144206849,34051,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=C(CCC3)C=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
136,144206850,129991,CC(=O)OCC(=O)NC1=CC(=CC(=C1Cl)NC(=O)COC(=O)C)C#N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
137,144206851,119175,CC1C2=NN=C(N2C3=C(C=C(S3)CCC4=CC=C(C=C4)CC(C)C)C(=N1)C5=CC=CC=C5Cl)C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,29.847,-99.6446,inactive,,0,active antagonist,33.4889,-99.9938,inconclusive antagonist,33.4889,-113.568,Pharmaron
138,144206852,60196351,C1[C@@H](C2=C(CN1)C(=C(C=C2)O)O)C3=CC(=C(C=C3)O)O.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
139,144206853,5464257,CC1=NN(N=N1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
140,144206854,71793,C1CCN(C1)NC(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
141,144206855,5311398,CCC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)OC(=O)C)N5CCCCC5)C)C)[N+]6(CCCCC6)CC=C.[Br-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
142,144206857,60021,CC1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=C(C=C(C=C4)F)F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
143,144206858,15004,CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
144,144206859,71900,CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
145,144206860,33176,CC1=C(C2=C(N1CC(=O)O)C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
146,144206861,9570475,C/C(=N\O)/C1=CC=C(C=C1)OCC(=O)N2CCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
147,144206862,35751,CC(=O)C1=CC=C(C=C1)OCC(=O)N2CCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
148,144206863,65394,C1=CC=C(C(=C1)CC(=O)O)OC2=C(C=C(C=C2)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
149,144206864,34870,C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
150,144206866,4474062,CN1C=C(C(=O)C2=C1C=C(C=C2)F)S(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
151,144206867,3033626,CC1C2=CC=CC=C2CN1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
152,144206868,27901,CN1CCC(CC1)N(CC2=CC=CS2)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,29.847,-71.1593,Pharmaron
153,144206869,91273,C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
154,144206870,71467,CC(COC1=CC=CC=C1)NN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
155,144206871,31473,CC(C)CCOCC(CN1CCOCC1)OC(=O)C2=CC(=C(C(=C2)OC)OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
156,144206872,26391,CC(=O)OC1=CC=C(C=C1)C2(C(=O)NC3=CC=CC=C3O2)C4=CC=C(C=C4)OC(=O)C,Active,48,,,active antagonist,active antagonist,7.49722,-53.5407,inconclusive agonist,5.62212,20.9169,active antagonist,7.49722,-59.3534,inconclusive agonist,,,Pharmaron
157,144206873,3489,CC(C)(C)C1=NN=C(S1)NS(=O)(=O)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
158,144206874,636399,CC(CCC1=CC2=C(C=C1)OCO2)NN.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
159,144206875,208925,CCCCCC[C@@H](CCC)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
160,144206876,4921,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CC1)CCOC(=O)CC2=C(N(C3=C2C=C(C=C3)OC)C(=O)C4=CC=C(C=C4)Cl)C)NC(=O)C5=CC=CC=C5,Inconclusive,5,,,inconclusive,active antagonist,33.4889,-51.9279,inconclusive agonist,23.7083,33.5863,inconclusive,,,inconclusive antagonist,23.7083,-68.4865,Pharmaron
161,144206877,66067,CCOP(=O)(CC)OC1=CC=C(C=C1)[N+](=O)[O-],Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,-44.0884,inactive,,0,inconclusive antagonist,,,inactive,,0,Pharmaron
162,144206878,4047,CC1(CCCO1)CN(C)S(=O)(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
163,144206879,20056549,CO[C@]1([C@H]2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSC(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
164,144206880,4257,C1CCN2C(C1)NC(=O)C23CCN(CC3)CCCN4C5=CC=CC=C5CCC6=C4C=C(C=C6)Cl,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,29.847,-112.411,inconclusive agonist,29.847,78.2784,inconclusive antagonist,33.4889,-104.154,active antagonist,29.847,-110.535,Pharmaron
165,144206881,44341259,C1CC12CN(C[C@@H]2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5C[C@H]5F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
166,144206882,11499,C(CO[N+](=O)[O-])N(CCO[N+](=O)[O-])CCO[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
167,144206883,688576,CC(=O)O[C@@H]1[C@H]2[C@H]([C@@H](C(=O)O2)OC(=O)C)OC1=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
168,144206884,208836,CC(C(C1=CC=CC=C1)O)N(C)CCOC(C2=CC=CC=C2)C3=CC=CC=C3,Inconclusive,5,,,inconclusive,inconclusive antagonist,33.4889,-38.3111,inactive,,0,inactive,,0,inconclusive antagonist,25.1131,-43.144,Pharmaron
169,144206885,3300,CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2CCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
170,144206886,32995,CN(C)C(=O)CNC(=O)CC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
171,144206887,164072,CC1=NC2=C(CC3=C(O2)C=CC(=C3)C(C)C(=O)OCC(=O)N(C)C)C=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
172,144206888,164072,CC1=NC2=C(CC3=C(O2)C=CC(=C3)C(C)C(=O)OCC(=O)N(C)C)C=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
173,144206889,71837,CCN(CC)CCNC(=O)C1=C(C=C(C=C1)Cl)OCC=C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
174,144206890,2461,CCCCC1C(=O)NC(=O)N(C1=O)C2CCCCC2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
175,144206891,198695,C1CCN(CC1)C(=O)[C@H]2CCC(=O)N2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
176,144206892,198707,C[C@H](CN1CCCC1)C(=O)C2=CC=C(C=C2)C(F)(F)F,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Pharmaron
177,144206912,156414,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,Active,49,,,active antagonist,active antagonist,11.2176,-69.511,inactive,,0,inconclusive antagonist,11.2176,-71.9116,inactive,,0,Selleck
178,144206942,92877,C[C@@]12CCC[C@H]1[C@@H]3CC[C@H]4C[C@H](CC[C@@]4([C@H]3CC2)C)O,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
179,144206961,16013,C1=CC(=CC=C1N=NC2=C(NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
180,144207139,5284620,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)OC(=O)C)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@@H]4CC[C@@H]([C@H](O4)C)N(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Toronto Research
181,144207147,656667,CC1=C([C@H](C(=C(N1)C)C(=O)O[C@@H]2CCCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl,Active,46,,,active antagonist,active antagonist,24.6358,-84.0688,active agonist,23.7083,39.409,inconclusive antagonist,28.1774,-77.2178,inactive,,0,Toronto Research
182,144207154,57372628,C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CS2.[I-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Toronto Research
183,144207162,6476,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Toronto Research
184,144207171,5311454,CC(C)(C)C(/C=C/C1=CC2=C(C=C1)OCO2)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Toronto Research
185,144207173,60196368,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COS(=O)[O-])OS(=O)[O-])OS(=O)[O-])COS(=O)[O-])OS(=O)[O-])OS(=O)[O-])OS(=O)[O-])OS(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Toronto Research
186,144207198,135400182,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,0.133322,-31.3588,inactive,,0,inconclusive antagonist,0.334889,-31.7574,inactive,,0,Waterstone
187,144207199,7483,CNC1=CC=C(C=C1)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,0.0872568,43.3088,inactive,,0,SIGMA
188,144207200,8030,C1=CSC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
189,144207201,643833,C(=C\Cl)\Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
190,144207202,76985,CSC1=CC=C(C=C1)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
191,144207203,21660,C1CCC(C(C1)C(=O)OCC2CO2)C(=O)OCC3CO3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive,,,inconclusive antagonist,,,SV Chembiotech
192,144207204,6113,CCOS(=O)(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
193,144207205,5273467,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
194,144207206,13594,C1CC=CC(=O)C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
195,144207207,13676,CCOP(=S)(CC)SC1=CC=CC=C1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
196,144207208,1254,CC1CCC(C(C1)O)C(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
197,144207209,6396,C[Si](C)(C)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
198,144207210,31284,CCCCCCCCCCCCCC(=O)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
199,144207211,62449,CO[Si](CCCCl)(OC)OC,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
200,144207212,13363,CCN(CC)CCCl.Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,35.175,-42.643,SigmaAldrich
201,144207213,18170,C1=CC=C(C=C1)CSC#N,Inconclusive,5,,,inconclusive,inconclusive antagonist,39.0523,-55.3809,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
202,144207214,67955,CNC1=NC=NC2=C1NC=N2,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
203,144207215,11138,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
204,144207216,7498,C1=CC=C(C=C1)CBr,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
205,144207217,642197,C(/C=C/CCl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
206,144207218,6537505,C[C@@H]1CC[C@H](C2=C(C[C@H]([C@H]12)O)C)/C=C(\C)/C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChromaDex
207,144207219,3543259,C1=CC2=C(C=C1[N+](=O)[O-])C(=O)NNC2=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
208,144207220,11137,C1=CC(=CC(=C1)O)[N+](=O)[O-],Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
209,144207221,12281,C1=C(C=C(C=C1Cl)Cl)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
210,144207222,6561,CC(C)C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
211,144207223,3282,CCOC1=CC=CC=C1C(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
212,144207224,154914,COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)[O-].[Na+],Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,5.70834,-103.067,active agonist,9.76885,79.9517,active antagonist,7.46753,-115.733,inconclusive antagonist,10.9608,-44.2592,SIGMA
213,144207225,6571,CC(=O)CCl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
214,144207226,6510,CCC(CO)(CO)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
215,144207227,14896,CC1(C2CCC(=C)C1C2)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,ChemService
216,144207228,18050,COC(=O)CCS,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
217,144207229,15313,CCC1=CC=C(C=C1)Br,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
218,144207230,5281707,C1=CC2=C(C=C1O)OC3=C2C(=O)OC4=C3C=CC(=C4)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
219,144207231,165286,CNN.OS(=O)(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
220,144207232,27655,C(C(C(=O)O)Cl)C(=O)O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SigmaAldrich
221,144207233,7521,C=CC1=CC=CC=N1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
222,144207234,8102,CCCCCCN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
223,144207235,15439,C=CCCCCCCC=C,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,43.748,-124.234,active agonist,55.0755,72.9206,inconclusive antagonist,49.0861,-146.022,inconclusive antagonist,55.0755,-87.7935,SIGMA
224,144207236,19920,CC(C)OCC1CO1,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
225,144207237,5943,C(Cl)(Cl)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
226,144207238,22710,C1=CC(=C(C=C1C=O)Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
227,144207239,6569,CCC(=O)C,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inconclusive agonist,,,SIGMA
228,144207240,7216,CCN(CC)C(=S)SCC(=C)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
229,144207241,15965,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,30.4802,inactive,,0,SIGMA
230,144207242,5391,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
231,144207243,6693,C1=CC2=C3C(=C1)C(=O)OC(=O)C3=CC=C2,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
232,144207244,8924,C(CCCNCCCCCCN)CCN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
233,144207245,75103,CC(CO)CO,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
234,144207246,61002,C1=CC=C(C=C1)NNC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SigmaAldrich
235,144207247,6861,C1=CC=C2C(=C1)C=CC=C2CC(=O)N,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
236,144207248,12694,C(C(=O)N)(Cl)Cl,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
237,144207249,5372813,C/C(=C\C1=CC=CC=C1)/C=O,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
238,144207250,8143,CCCCCCCCN,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
